id,D_H,EC,EO,VE,PH,WA,NF,GLR,VC,TDS,TRS,TWS
2581,-0.0045012315,0.0033644189,0.0015242817,0.05087449,0.002403504,0.0060501317,0.00045792782,0.15989071,-0.018019509,-0.0024890099,-0.020181818,-0.032676872
2726,-0.014511358,-0.008475742,0.0044446727,-0.030507611,-0.00085202954,-0.006169172,0.00053625624,-0.13137501,0.020945128,-0.009246862,-0.03055253,-0.03505653
2508,0.0036018493,-0.0024843677,0.0044652494,0.0076949513,0.0025864972,0.010366137,0.0006926412,0.12824225,-0.011845112,-0.0023870054,-0.02611469,-0.03128686
3157,-0.0062179025,-0.0018547813,0.0031843847,-0.0047622332,0.0017198444,-0.009076283,0.0026229953,-0.035601094,-0.019338332,-0.011610411,0.07861039,0.16394931
2296,0.025271172,-0.0007142624,-0.0066823093,0.031624943,-0.009864653,0.0072937305,0.0005371123,0.18687055,-0.004027418,-0.0023294326,-0.041000914,0.0137119405
123,-0.0048991092,-0.0062881853,0.0029694631,-0.028921228,-0.0035998074,-0.014257844,0.0031968453,-0.09183577,0.0043028374,-0.013630089,0.10013876,0.1875479
2945,-0.004209536,-0.0036435297,0.004125918,-0.041792426,-0.0007505898,-0.007483987,-0.000844279,-0.14807157,0.0060973126,-0.008910866,-0.020393807,-0.045092132
247,0.0034772384,-0.0037612065,0.002853557,-0.0017747807,0.00023627559,-0.00045184456,0.0040063886,-0.034272693,0.020803591,0.185178,0.13632989,0.031601515
2491,-0.012416547,-0.0063234656,0.004648925,-0.039193735,-0.00041292675,-0.028033454,0.0007436097,-0.106051095,-0.028848609,-0.007685748,-0.011480744,-0.043774515
797,-0.015795304,0.0017630171,0.0017772963,0.02514492,0.0011137356,-0.02937147,0.000951002,0.08057459,-0.011917835,0.055215396,0.0032835966,-0.034091726
956,-0.0037288829,0.0013727543,0.010058988,0.03812033,0.0017337269,0.0032379956,0.0013405813,-0.0069530495,-0.0008808992,-0.0049576038,0.0064854263,-0.03380821
1630,-0.0055527957,0.0077053723,0.002698932,0.031708203,-0.00044469605,0.009758701,0.00066586153,0.12492882,0.0054927077,-0.0020424414,0.017521873,0.15428062
661,0.019501647,0.0020110938,0.0054283543,-0.026102005,-0.00030677495,0.009526272,0.0018885689,-0.026698593,-0.008228432,-0.006048203,-0.007363386,-0.025755104
2938,-0.009029026,-0.0077030915,-0.012115468,-0.015082026,0.0019199697,0.0043347697,-0.0005259173,0.015252522,-0.026582398,0.0024110973,-0.07207662,-0.029680878
152,-0.0061734477,-0.004060449,0.001410501,-0.012257138,0.00012374292,-0.0029431712,-0.022185404,-0.056638524,-0.042840887,0.087899186,0.053185266,0.07294538
614,0.0019207171,-0.0019655733,-0.008036244,0.01747086,0.001357061,-0.0007918339,-0.0034432658,0.038646404,-0.017194195,-0.0023214445,-0.0049354895,0.07447833
1318,0.009589326,0.0072648893,-0.0021975313,0.048929904,0.0025504616,0.017800318,0.0010938899,0.17282628,0.0033209373,-0.002176646,0.008159956,-0.03736316
2266,-0.012150292,-0.0056014955,0.0020728079,-0.054697223,-0.0011518358,-0.0013360715,0.00011580048,-0.15771636,-0.015980545,-0.010255922,-0.055895425,-0.018520972
2953,-0.0027603686,-0.010120348,0.0034665992,-0.046511937,-0.0002965043,0.008151572,-0.00054728345,-0.10928704,-0.021893466,-0.008021722,-0.02675135,-0.036668614
340,-0.009383561,-9.967636e-05,-0.014137454,-0.015530692,0.00040582538,-0.007538775,-0.00029994835,-0.07226633,-0.016883288,-0.0056785396,0.026514767,0.1705535
1234,-0.0075552105,-0.006946113,0.0015652875,-0.039983645,0.00015135831,-0.0017958401,0.00019618319,-0.11233981,-0.0036687832,-0.007226334,-0.020147195,0.12829427
120,-0.021707688,-0.026818756,-0.011512463,-0.0357141,0.00016358167,-0.0067295884,0.0011635487,-0.10201845,-0.0028380493,-0.010835866,0.030536318,0.09341595
67,-0.028064113,-0.011652199,0.0018556245,0.02068658,-0.0017036548,-0.025679473,-0.0002712337,-0.052546382,-0.026208969,-0.005415382,-0.011295685,-0.053431425
